Classe,Relacao,Classe,Identificador
tennis court,in front of,shades,510350219
tennis court,has,man,510350219
fence,behind,man,510350219
fence,covered by,shades,510350219
shades,covering,fence,510350219
shades,behind,man,510350219
pancakes,on,plate,9592354594
pancakes,next to,egg,9592354594
pancakes,next to,coffee,9592354594
plate,has,pancakes,9592354594
plate,has,egg,9592354594
plate,next to,coffee,9592354594
egg,on,plate,9592354594
egg,next to,pancakes,9592354594
cup,has,lid,9592354594
cup,has,coffee,9592354594
fork,in,plate,9592354594
fork,on,plate,9592354594
cream,in,cup,9592354594
chocolate sauce,on,cream,9592354594
chocolate sauce,on,whipped cream,9592354594
chocolate sauce,next to,caramel,9592354594
caramel,next to,chocolate sauce,9592354594
caramel,mixed with,chocolate sauce,9592354594
coffee,inside,cup,9592354594
coffee,mixed with,whipped cream,9592354594
coffee,next to,plate,9592354594
whipped cream,on top of,coffee,9592354594
window,on,wall,5501558964
window,has,blinds,5501558964
window,has,curtains,5501558964
window,by,cabinet,5501558964
wall,behind,refrigerator,5501558964
ceiling,above,wall,5501558964
ceiling,above,window,5501558964
ceiling,above,refrigerator,5501558964
cabinet,beside,window,5501558964
paper,on,refrigerator,5501558964
clip,on,refrigerator,5501558964
paper towels,beside,refrigerator,5501558964
paper towels,above,microwave,5501558964
microwave,beside,refrigerator,5501558964
sink,below,window,5501558964
soap,on,counter,5501558964
soap,near,sponge,5501558964
sponge,on,sink,5501558964
scrubber,on,counter,5501558964
knife block,on,counter,5501558964
knives,in,knife block,5501558964
knives,have,handles,5501558964
man,holding,racket,9296286300
man,wearing,shirt,9296286300
man,wearing,shorts,9296286300
man,has,hair,9296286300
man,has,mustache,9296286300
man,on,court,9296286300
man,holds,racket,9296286300
racket,has,handle,9296286300
racket,has,net,9296286300
guy,holds,racket,9296286300
guy,wearing,shirt,9296286300
guy,wearing,shorts,9296286300
guy,has,racket,9296286300
guy,on,court,9296286300
shorts,have,stripe,9296286300
sweatband,on,man,9296286300
bench,by,court,9296286300
trees,behind,bench,9296286300
trees,behind,man,9296286300
trees,by,court,9296286300
trees,behind,shirt,9296286300
trees,behind,racket,9296286300
handle,on,racket,9296286300
handle,attached to,racket,9296286300
man,in front of,waves,6340199779
man,holding,surfboard,6340199779
man,wearing,wetsuit,6340199779
man,standing in front of,waves,6340199779
man,standing on,sand,6340199779
man,carrying,surfboard,6340199779
man,wearing,swimming suit,6340199779
man,standing near,waves,6340199779
man,standing near,ocean,6340199779
man,is on the,sand,6340199779
waves,rolling behind,man,6340199779
surfboard,has,foots stop,6340199779
surfboard,is next to,wetsuit,6340199779
surfboard,is above,sand,6340199779
sand,has,rocks,6340199779
swimming suit,next to,surfboard,6340199779
ocean,is above,sand,6340199779
rocks,on top of,sand,6340199779
rocks,are on the,sand,6340199779
logo,is left of,name,6340199779
sky,is above,waves,6340199779
man,has,bald head,2167336332
man,adjacent to,woman,2167336332
man,sitting next to,woman,2167336332
man,sitting on,bench,2167336332
man,next to,sign,2167336332
man,is right of,woman,2167336332
woman,next to,man,2167336332
woman,wearing,earrings,2167336332
woman,wearing,trench coat,2167336332
woman,wearing,shirt,2167336332
woman,adjacent to,man,2167336332
woman,sitting next to,man,2167336332
woman,sitting on,bench,2167336332
woman,sitting next to,bag,2167336332
sign,is in front of,bridge,2167336332
field,is in front of,trees,2167336332
man,on,bench,6067562164
man,holds,phone,6067562164
man,wears,hat,6067562164
man,has,phone,6067562164
man,sitting on,bench,6067562164
bench,under,man,6067562164
hat,on,man,6067562164
people,on,sidewalk,6067562164
bike,on,sidewalk,6067562164
bike,has,basket,6067562164
basket,on,bike,6067562164
car,has,wheel,6067562164
building,has,sign,6067562164
building,has,window,6067562164
building,has,door,6067562164
street,has,pole,6067562164
pole,by,street,6067562164
cup,on,ground,6067562164
ladder,on,building,6067562164
sign,has,writing,6067562164
giraffes,standing on,grass,7007762133
giraffes,have,spots,7007762133
giraffes,on,plain,7007762133
grass,beneath,giraffe,7007762133
giraffe,has,horn,7007762133
giraffe,above,grass,7007762133
giraffe,has,hooves,7007762133
giraffe,is looking at,antelope,7007762133
giraffe,has,horns,7007762133
giraffe,has,neck,7007762133
giraffe,has,eyes,7007762133
antelope,behind,giraffes,7007762133
antelope,has,horns,7007762133
bushes,behind,giraffes,7007762133
tree,against,sky,7007762133
nose,on,giraffe,7007762133
knees,on,giraffe,7007762133
eye,on,giraffe,7007762133
neck,on,giraffe,7007762133
neck,on,giraffe,7007762133
man,holding,beer,4087948401
man,wearing,tie,4087948401
man,wearing,shirt,4087948401
man,wearing,blazer,4087948401
man,drinking,beer,4087948401
beer,by,phone,4087948401
beer,in front of,man,4087948401
man,holding,phone,4087948401
man,has,hair,4087948401
man,looking at,phone,4087948401
man,by,phone,4087948401
man,wearing,shirt,4087948401
man,wearing,pants,4087948401
man,sitting in,chair,4087948401
television,on,wall,4087948401
television,next to,wall,4087948401
fireplace,behind,man,4087948401
fireplace,next to,wall,4087948401
fireplace,behind,chair,4087948401
man,has,hair,4087948401
wall,behind,man,4087948401
giraffes,in front of,tall tree,4322047916
giraffes,standing on,grass,4322047916
giraffes,shorter than,large tree,4322047916
giraffes,in front of,large tree,4322047916
giraffes,socializing on,grass,4322047916
tall tree,has,brown trunk,4322047916
tall tree,next to,giraffes,4322047916
tall tree,greener than,grass,4322047916
shrubs,in front of,giraffes,4322047916
shrubs,shorter than,tree,4322047916
grass,below,shrubs,4322047916
grass,on,ground,4322047916
tree,has,leaves,4322047916
tree,above,grass,4322047916
tree,above,ground,4322047916
tree,larger than,shrubs,4322047916
ground,has,grass,4322047916
leaves,on,tree,4322047916
large tree,taller than,giraffes,4322047916
large tree,behind,giraffes,4322047916
large tree,has,brown trunk,4322047916
trunk,attached to,grass,4322047916
bike,has,tire,8543895654
man,behind,bike,8543895654
man,has,shirt,8543895654
man,beside,building,8543895654
man,sitting near,bike,8543895654
man,wearing,shirt,8543895654
man,wearing,pants,8543895654
man,wearing,sandals,8543895654
building,has,sign,8543895654
woman,has,skirt,8543895654
woman,has,shirt,8543895654
woman,beside,building,8543895654
woman,wearing,shirt,8543895654
cart,has,wheel,8543895654
road,under,sign,8543895654
road,under,skirt,8543895654
road,under,shirt,8543895654
road,under,pants,8543895654
road,under,sandals,8543895654
road,under,tires,8543895654
road,under,bike,8543895654
road,under,building,8543895654
glass,on,table,6927980500
table,under,pitcher,6927980500
table,under,glass,6927980500
table,under,bowel,6927980500
bowel,on,table,6927980500
pitcher,on,table,6927980500
pitcher,near,glass,6927980500
pitcher,next to,bowl,6927980500
food,on,plate,6927980500
plate,on,table,6927980500
plate,next to,bowl,6927980500
food,in,bowl,6927980500
pitcher,next to,plate,6927980500
book,below,vase,6927980500
book,above,chair,6927980500
book,under,light,6927980500
book,on,shelf,6927980500
chair,below,light,6927980500
chair,near,shelf,6927980500
light,near,vase,6927980500
cord,holding,light,6927980500
decorations,in,vase,6927980500
shelf,near,chair,6927980500
the awning,is attached to,the building,3815695831
the man,is on,the bridge,3815695831
the man,is wearing,a hat,3815695831
the man,is beside,the truck,3815695831
man,on,bridge,3815695831
the railing,is attached to,the bridge,3815695831
the fence,is below,the bridge,3815695831
the bus,is behind,the food truck,3815695831
the lady,is in front of,the food truck,3815695831
the flag,is on,the last building,3815695831
bridge,next to,man,3815695831
bridge,under,truck,3815695831
bridge,below,truck,3815695831
man,wears,shirt,3815695831
truck,near,man,3815695831
truck,next to,man,3815695831
truck,on,bridge,3815695831
truck,over,bridge,3815695831
columns,behind,truck,3815695831
columns,behind,man,3815695831
columns,behind,shirt,3815695831
columns,in front of,last building,3815695831
columns,on,last building,3815695831
columns,behind,lady,3815695831
last building,behind,man,3815695831
last building,behind,lady,3815695831
lady,in front of,last building,3815695831
food truck,in front of,lady,3815695831
boat,in,water,3811173659
boat,below,sky,3811173659
boat,floating on,water,3811173659
water,beneath,boat,3811173659
sky,above,kite,3811173659
sky,on top of,kite,3811173659
sky,above,oars,3811173659
sky,above,boat,3811173659
sky,above,buildings,3811173659
sky,above,trees,3811173659
sky,above,water,3811173659
person,in,chair,3811173659
person,holds,oars,3811173659
trees,behind,water,3811173659
kite,in,sky,3811173659
kite,below,sky,3811173659
kite,beneath,sky,3811173659
kite,under,sky,3811173659
kite,above,boat,3811173659
buildings,behind,trees,3811173659
boat,in,water,3811173659
glass,on,coaster,8342372992
glass,beside,bells,8342372992
liquid,in,glass,8342372992
coaster,on,table,8342372992
coaster,over,table,8342372992
coaster,under,glass,8342372992
coaster,beneath,glass,8342372992
coaster,below,glass,8342372992
cup,on,coaster,8342372992
cup,with,handle,8342372992
cup,in front of,glass,8342372992
coaster,on,table,8342372992
coaster,under,cup,8342372992
coaster,beneath,cup,8342372992
coaster,below,cup,8342372992
tree,on,cake,8342372992
cake,is behind,cup,8342372992
cake,beside,glass,8342372992
cake,on,table,8342372992
bells,on,table,8342372992
poker,in,fireplace,8342372992
fireplace,behind,glass,8342372992
fire,in,fireplace,8342372992
table,under,cake,8342372992
table,beneath,cake,8342372992
table,below,cake,8342372992
flowers,in,vase,353419374
flowers,above,vase,353419374
flowers,reflected on,counter,353419374
vase,behind,sink,353419374
vase,right of,mirror,353419374
vase,below,flowers,353419374
vase,above,sink,353419374
vase,is far from,sink 2,353419374
vase,reflects in,counter,353419374
mirror,behind,flowers,353419374
mirror,above,soap dispenser,353419374
mirror,left of,vase,353419374
tissue,in,box,353419374
tissue,reflects in,mirror,353419374
sink,in front of,mirror,353419374
sink,on,counter,353419374
faucet,behind,sink,353419374
faucet,reflects in,mirror,353419374
counter,under,mirror,353419374
man,inside of,mirror,353419374
man,reflected in,mirror,353419374
soap dispenser,below,mirror,353419374
sink 2,next to,sink,353419374
circle,on,mirror,353419374
circle,reflected on,counter,353419374
hat,on,man,1306025734
hat,has,neckcover,1306025734
man,in,glasses,1306025734
man,in,mustache,1306025734
man,on,pillow,1306025734
man,beneath,umbrella,1306025734
man,has,boobs,1306025734
man,has,hat,1306025734
glasses,on,nose,1306025734
glasses,below,hat,1306025734
nose,below,glasses,1306025734
nose,above,mustache,1306025734
pillow,behind,man,1306025734
pillow,beneath,umbrella,1306025734
towel,behind,man,1306025734
towel,beneath,umbrella,1306025734
umbrella,above,man,1306025734
umbrella,above,pillow,1306025734
umbrella,above,towel,1306025734
shrub,on,sand,1306025734
shrub,behind,man,1306025734
sand,below,sky,1306025734
building,behind,man,1306025734
building,behind,shrub,1306025734
umbrella,in,ground,1306025734
umbrella,above,sand,1306025734
ear,under,hat,1306025734
ear,under,umbrella,1306025734
bus,has,windows,8899168388
bus,has,wheel,8899168388
bus,on,ground,8899168388
bus,is on the,concrete,8899168388
windows,on,bus,8899168388
tire,on,bus,8899168388
wheel,in front of,ladder,8899168388
trees,behind,table,8899168388
trees,on,hill,8899168388
sky,above,trees,8899168388
sky,above,bus,8899168388
sky,above,table,8899168388
roof,above,bus,8899168388
sign,on,roof,8899168388
sign,on,building,8899168388
store,behind,bus,8899168388
table,behind,bus,8899168388
light,is on,bus,8899168388
ladder,is on the,ground,8899168388
ladder,is under the,bus,8899168388
ice machine,in front of,store,8899168388
fence,is beside,store,8899168388
stripe,is on the,bus,8899168388
boy,on,skateboard,5914344973
boy,wearing,glasses,5914344973
boy,wearing,shirt,5914344973
boy,has,ear,5914344973
boy,holding,jacket,5914344973
glasses,above,ear,5914344973
earbuds,in,ear,5914344973
writting,on,wall,5914344973
skateboard,on,wall,5914344973
boy,in,hat,5914344973
boy,on,scooter,5914344973
handles,on,scooter,5914344973
tree,on,shirt,5914344973
person,is on,sign,5914344973
radio,on,sign,5914344973
letters,on,sign,5914344973
word,on,sign,5914344973
boy,on,man,5914344973
man,on,wall,5914344973
snowman,near,street light,8308147012
snowman,near,woman,8308147012
snowman,under,sky,8308147012
street light,is on,pole,8308147012
street light,near,snowman,8308147012
traffic light,is on,pole 2,8308147012
man,near,woman,8308147012
man,near,snowman,8308147012
woman,is beside,man,8308147012
woman,has,hair,8308147012
banner,held by,person,8308147012
person,is carrying,banner,8308147012
person,wears,vest,8308147012
sky,above,street,8308147012
sign,on,pole 2,8308147012
sign,above,street,8308147012
snowboarder,holding,snowboard,8432131010
snowboarder,wearing,t-shirt,8432131010
snowboard,has,skull,8432131010
snowboard,next to,snowboard,8432131010
t-shirt,has,number,8432131010
girl,has,goggles,8432131010
snowboarder,wearing,helmet,8432131010
snowboarder,wearing,goggles,8432131010
boy,with,snowboard,8432131010
helmet,on,boy,8432131010
helmet,has,goggles,8432131010
snowboard,next to,snowboard,8432131010
boy,holds,snowboard,8432131010
boy,has,snowboard,8432131010
boy,above,snow,8432131010
boy,wears,helmet,8432131010
snow,below,boy,8432131010
snow,under,boy,8432131010
snowboard,next to,snowboard,8432131010
snowboard,next to,snowboard,8432131010
pants,on,snowboarder,8432131010
sky,is above,tree,10159599524
sky,is above,truck,10159599524
train,on,track,10159599524
train,next to,train,10159599524
tree,is on,hill,10159599524
cloud,in,sky,10159599524
light,on,sign,10159599524
wire,on,pole,10159599524
roof,on,building,10159599524
truck,parked on,road,10159599524
tree,is above,truck,10159599524
tree,is on,hill,10159599524
train,has,stripe,10159599524
car,near,truck,10159599524
sky,above,car,10159599524
sky,above,truck,10159599524
sky,over,train,10159599524
sky,above,pole,10159599524
sky,over,pole,10159599524
pole,in front of,car,10159599524
pole,near,train,10159599524
giraffes,on,display,226695257
giraffes,have,spots,226695257
giraffes,next to,tree,226695257
giraffes,inside,display,226695257
giraffes,standing in,display,226695257
giraffes,standing on,ground,226695257
giraffes,have,hooves,226695257
giraffes,above,ground,226695257
giraffes,next to,wall,226695257
display,has,giraffes,226695257
display,showing,giraffes,226695257
display,has,tree,226695257
tree,next to,giraffes,226695257
tree,has,branches,226695257
tree,above,giraffes,226695257
ground,below,giraffes,226695257
hooves,touching,ground,226695257
wall,next to,giraffes,226695257
cabinets,over,counter,8705257755
cabinets,have,handles,8705257755
cabinets,above,knife,8705257755
knives,under,cabinets,8705257755
knives,are under,cabinets,8705257755
mug,on,counter,8705257755
mug,is on top of,counter,8705257755
mug,is under,knives,8705257755
box,on,counter,8705257755
box,is to the right of,pot,8705257755
utensils,in,pot,8705257755
utensils,are inside,pot,8705257755
bag,in front of,pot,8705257755
bag,is next to,kitchen towel,8705257755
kitchen towel,next to,bag,8705257755
knife,next to,kitchen towel,8705257755
woman,wears,ring,8705257755
woman,has,hair,8705257755
woman,is wearing,bracelet,8705257755
woman,next to,cabinets,8705257755
knife,below,cabinets,8705257755
knife,besides,woman,8705257755
bottle,is on top of,microwave,8705257755
bottle,is next to,cabinets,8705257755
microwave,below,cabinets,8705257755
microwave,besides,knife,8705257755
woman,wearing,gloves,8745163880
woman,standing near,luggage,8745163880
woman,near,luggage,8745163880
woman,wears,coat,8745163880
woman,on,platform,8745163880
luggage,has,handle,8745163880
luggage,near,woman,8745163880
luggage,has,wheels,8745163880
handle,on,luggage,8745163880
platform,next to,tracks,8745163880
bench,on,platform,8745163880
light,above,woman,8745163880
woman,has,bag,8745163880
woman,wears,hat,8745163880
train,on,tracks,8745163880
doors,on,train,8745163880
window,on,train,8745163880
coat,on,man,8745163880
man,next to,woman,8745163880
man,on,platform,8745163880
clock,inside,frame,5438909944
clock,attached to,pole,5438909944
clock,attached to,building,5438909944
pole,attached to,building,5438909944
building,has,windows,5438909944
building,next to,building,5438909944
building,is left of,building 2,5438909944
windows,covered by,shades,5438909944
roman numerials,on,clock,5438909944
address,on,clock,5438909944
building 3,is right of,building 2,5438909944
windows,on,building,5438909944
stairwell,outside,building,5438909944
stairwell,is right of,building,5438909944
stairwell,is behind,clock,5438909944
window,is beneath,rooftop,5438909944
man,has,tie,10331090394
man,has,shirt,10331090394
man,has,pants,10331090394
man,has,belt,10331090394
man,wearing,tie,10331090394
man,wearing,shirt,10331090394
man,wearing,belt,10331090394
man,wears,belt,10331090394
man,wears,shirt,10331090394
fruit,on,platter,10331090394
fruit,inside,plate,10331090394
platter,on,table,10331090394
tounges,on,fruit,10331090394
box,on,table,10331090394
plant,on,table,10331090394
women,beside,table,10331090394
women,in,jacket,10331090394
women,holding,cup,10331090394
plate,has,fruit,10331090394
plate,has,scoop,10331090394
scoop,on,fruit,10331090394
scoop,in,plate,10331090394
bowl,on,table,10331090394
bowl,near,platter,10331090394
bowl,near,box,10331090394
fruit,in,bowl,10331090394
woman,has,hair,10331090394
woman,wearing,shirt,10331090394
plant,behind,woman,10331090394
plant,behind,man,10331090394
bowl,on,table,10331090394
bowl,near,platter,10331090394
bowl,near,box,10331090394
fruit,in,bowl,10331090394
woman,has,hair,10331090394
woman,wearing,shirt,10331090394
plant,behind,woman,10331090394
woman,wearing,coat,5214759990
traffic light,on,pole,5214759990
traffic light,in front of,woman,5214759990
traffic light,in front of,man,5214759990
woman,wearing,coat,5214759990
sign,in,snow,5214759990
sign,next to,post,5214759990
sign,near,post,5214759990
snow,under,sign,5214759990
snow,under,post,5214759990
snow,below,post,5214759990
post,near,sign,5214759990
man,wearing,jacket,5214759990
girl,wearing,jacket,5214759990
girl,wearing,pants,5214759990
girl,near,man,5214759990
girl,near,woman,5214759990
girl,near,post,5214759990
jacket,above,pants,5214759990
branch,above,man,5214759990
branch,above,girl,5214759990
light,on,traffic light,5214759990
kid,in,hat,8489262992
kid,near,person,8489262992
person,on,snow,8489262992
person,near,kid,8489262992
person,with,jacket,8489262992
snow,under,boy,8489262992
snow,below,girl,8489262992
boy,on,snow,8489262992
boy,standing on,snow,8489262992
boy,wearing,vest,8489262992
boy,wearing,skis,8489262992
boy,wearing,pants,8489262992
boy,has,skis,8489262992
boy,behind,girl,8489262992
vest,on,boy,8489262992
girl,standing on,snow,8489262992
girl,wearing,helmet,8489262992
girl,wearing,pink,8489262992
girl,in front of,boy,8489262992
girl,above,snow,8489262992
boy,wearing,jeans,8127117860
boy,wearing,helmet,8127117860
boy,sticking,tongue out,8127117860
boy,skating on,street,8127117860
boy,cast,shadow,8127117860
boy,under,sky,8127117860
boy,on,skateboard,8127117860
helmet,has,logo,8127117860
white shirt,in,jeans,8127117860
taxi,under,stop light,8127117860
taxi,on,street,8127117860
car,near,boy,8127117860
stop light,behind,boy,8127117860
stop light,in front of,building,8127117860
trees,behind,boy,8127117860
building,behind,boy,8127117860
building,under,sky,8127117860
building,behind,stop light,8127117860
building,next to,building,8127117860
pole,holding,stop light,8127117860
pole,under,sky,8127117860
car,behind,car,8127117860
car,below,sky,8127117860
car,above,street,8127117860
car,behind,car,8127117860
car,above,street,8127117860
car,next to,boy,8127117860
traffic light,near,car,8127117860
boat,in,water,4590009695
boat,in,water,4590009695
bridge,over,water,4590009695
fence,on,bridge,4590009695
fence,above,water,4590009695
fence,above,lights,4590009695
fence,above,bridge,4590009695
fence,above,boat,4590009695
building,behind,fence,4590009695
building,behind,bridge,4590009695
building,behind,boat,4590009695
building,behind,water,4590009695
lights,under,bridge,4590009695
lights,over,water,4590009695
man,to right of,boat,4590009695
streetlight,on,bridge,4590009695
streetlight,above,lights,4590009695
streetlight,above,man,4590009695
streetlight,above,water,4590009695
streetlight,above,boat,4590009695
streetlight,infront,building,4590009695
railing,near,man,4590009695
bush,below,railing,4590009695
bush,below,bridge,4590009695
bush,below,lights,4590009695
girl,wearing,shirt,3925492730
girl,wearing,helmet,3925492730
girl,riding,horse,3925492730
girl,sitting on,horse,3925492730
girl,wearing,pants,3925492730
girl,on top of,horse,3925492730
shirt,below,helmet,3925492730
horse,has a,tail,3925492730
pants,below,shirt,3925492730
man,wearing,hat,3925492730
man,under,sky,3925492730
man,wearing,shirt,3925492730
man,holding,rope,3925492730
man,wearing,belt,3925492730
man,beside,bucket,3925492730
man,carrying,rope,3925492730
man,leading,horse,3925492730
shirt,has,buttons,3925492730
buttons,on,shirt,3925492730
rope,tied to,horse,3925492730
bucket,on,fence,3925492730
bucket,beside,man,3925492730
fence,behind,horse,3925492730
child,has,glasses,7083722669
child,under,sky,7083722669
child,holds,paper,7083722669
child,on,skis,7083722669
child,has,number,7083722669
boy,wearing,helmet,7083722669
boy,wearing,mittens,7083722669
skis,on,snow,7083722669
skis,under,boy,7083722669
gloves,on,man,7083722669
snow,under,child,7083722669
snow,under,man,7083722669
snow,under,sky,7083722669
man,holding,boy,7083722669
man,under,sky,7083722669
man,has,teeth,7083722669
sign,behind,child,7083722669
man,wearing,hat,7083722669
man,wearing,medal,7083722669
man,wearing,goggles,7083722669
man,wearing,snowsuit,7083722669
hat,has,pompoms,7083722669
pants,over,snowsuit,7083722669
tree,behind,people,7083722669
man,playing,game,772311319
man,holding,controller,772311319
man,kneeling on,floor,772311319
man,kneeling above,floor,772311319
man,kneeling on,rug,772311319
man,holds,controller,772311319
man,looking at,television,772311319
controller,in,hand,772311319
television,on,stand,772311319
floor,has,rug,772311319
rug,on,floor,772311319
rug,above,floor,772311319
pillow,on,couch,772311319
picture,on,stand,772311319
stand,on,shelf,772311319
candlesticks,on,shelf,772311319
shelf,in,bookcase,772311319
photo,in,bookcase,772311319
photo,in,frame,772311319
bookcase,behind,man,772311319
bookcase,on,floor,772311319
bottle,on,table,772311319
bottle,on,coaster,772311319
television,in,entertainment center,5795255410
television,to the right of,skull,5795255410
television,below,flag,5795255410
entertainment center,on,floor,5795255410
skull,next to,television,5795255410
skull,to the left of,television,5795255410
skull,touching,television,5795255410
flag,on,entertainment center,5795255410
flag,above,television,5795255410
buddah,on,television,5795255410
mermaid,on,television,5795255410
flag,on,entertainment center,5795255410
painting,on,wall,5795255410
picture,on,wall,5795255410
lightswitch,on,wall,5795255410
ottoman,on,floor,5795255410
remote,on,ottoman,5795255410
stool,on,floor,5795255410
shelf,on,floor,5795255410
man,next to,bus,5920945567
man,near,bus,5920945567
man,near,duffle bag,5920945567
man,near,words,5920945567
bus,has,logo,5920945567
words,on,bus,5920945567
wheel,on,bus,5920945567
windows,on,bus,5920945567
sign,on,post,5920945567
post,in,grass,5920945567
grass,below,stripe,5920945567
grass,below,shirt,5920945567
letters,on,bag,5920945567
bag,near,stripe,5920945567
bag,near,shirt,5920945567
stripe,on,shirt,5920945567
shoes,near,grass,5920945567
bag,near,backpack,5920945567
bag,near,cooler,5920945567
cooler,next to,duffle bag,5920945567
duffle bag,next to,cooler,5920945567
boy,near,post,5920945567
boy,holding,bag,5920945567
boy,near,bus,5920945567
boy,looking at,bus,5920945567
sky,has,kite,4433556373
sky,has,kite,4433556373
woman,on,grass,4433556373
woman,wearing,shirt,4433556373
woman,wearing,pants,4433556373
kite,in,sky,4433556373
kite,flying in,sky,4433556373
trees,behind,grass,4433556373
man,wearing,shirt,4433556373
man,holding,handle,4433556373
man,flying,kite,4433556373
man,has,handle,4433556373
baby,on,grass,4433556373
dog,on,grass,4433556373
hair,on,man,4433556373
hair,on,woman,4433556373
tent,on,grass,4433556373
shirt,on,person,4433556373
person,on,grass,4433556373
shirt,over,ribbon,4433556373
ribbon,under,shirt,4433556373
kite,flying near,man,4433556373
kite,attached to,handle,4433556373
woman,holding,controller,6431554119
woman,wearing,necklace,6431554119
controller,with,woman,6431554119
controller,in,hand,6431554119
hand,holding,controller,6431554119
man,next to,woman,6431554119
man,wearing,shirt,6431554119
man,wearing,jeans,6431554119
man,wearing,undershirt,6431554119
man,holding,remote,6431554119
man,in front of,picture,6431554119
button,on,shirt,6431554119
remote,has,strap,6431554119
chair,beside,table,6431554119
chair,in front of,window,6431554119
table,beside,chair,6431554119
window,behind,chair,6431554119
picture,behind,man,6431554119
picture,beside,lamp,6431554119
lampshade,on,lamp,6431554119
jacket,on,woman,9399147028
ski,in,hand,9399147028
hat,on,head,9399147028
backpack,on,woman,9399147028
woman,next to,man,9399147028
woman,on,tracks,9399147028
woman,wearing,jacket,9399147028
woman,in front of,woman,9399147028
woman,wearing,backpack,9399147028
snow,on,trees,9399147028
man,wearing,backpack,9399147028
man,wearing,shoes,9399147028
man,holding,skii pole,9399147028
man,on,tracks,9399147028
clouds,in,sky,9399147028
people,in front of,trees,9399147028
woman,in front of,man,9399147028
woman,in,shadows,9399147028
man,with,hair,9399147028
tracks,on,snow,9399147028
child,in,shadows,9399147028
girl,in the,shadows,9399147028
girl,holding,poles,9399147028
man,next to,kites,2377581071
man,has,coat,2377581071
man,has,sweatshirt,2377581071
man,has,jeans,2377581071
man,on,ground,2377581071
man,on,grass,2377581071
man,wears,scarf,2377581071
man,has,nose,2377581071
man,has,mouth,2377581071
kites,in,sky,2377581071
kites,over,ground,2377581071
kites,have,string,2377581071
coat,next to,kites,2377581071
sweatshirt,under,coat,2377581071
kite,has,tail,2377581071
clouds,in,sky,2377581071
clouds,behind,man,2377581071
clouds,behind,kites,2377581071
trees,on,grass,2377581071
man,has,cell phone,4843818714
man,has,shirt,4843818714
man,is wearing,pants,4843818714
man,is by,water,4843818714
man,has,hair,4843818714
man,is next to,man,4843818714
man,talking on,cell phone,4843818714
man,is near,man,4843818714
man,holding,phone,4843818714
man,holds,phone,4843818714
man,talking on,phone,4843818714
man,using,phone,4843818714
man,wearing,shirt,4843818714
shirt,on,man,4843818714
pants,have,pocket,4843818714
pants,has,pocket,4843818714
man,has,cell phone,4843818714
man,has,camera,4843818714
man,has,sunglasses,4843818714
man,is wearing,shirt,4843818714
man,is wearing,belt,4843818714
camera,is on,man,4843818714
shirt,has,buttons,4843818714
phone,with,man,4843818714
bus 1,in front of,bus 2,8182858038
bus 1,is right of,bus 2,8182858038
bus 2,behind,bus 1,8182858038
bus 2,is behind,bus 1,8182858038
bus 2,left of,bus 1,8182858038
building,behind,office building,8182858038
building,behind,bus 1,8182858038
building,in front of,sky,8182858038
building,has,windows,8182858038
office building,behind,bus 1,8182858038
office building,against,sky,8182858038
van,by,office building,8182858038
van,has,windows,8182858038
van,outside,office building,8182858038
truck,has,window,8182858038
truck,has,tire,8182858038
tire,under,truck,8182858038
tire,touching,ground,8182858038
light,on,truck,8182858038
light,above,tire,8182858038
sign,has,text,1226983276
sign,beneath,light,1226983276
sign,next to,light,1226983276
sign,has,light,1226983276
sign,attached to,light,1226983276
sign,to the left of,light,1226983276
sign,to the right of,tree,1226983276
light,on,sign,1226983276
light,adjacent to,sign,1226983276
tree,to the left of,tree,1226983276
sky,above,sign,1226983276
sky,above,sign,1226983276
building,next to,tree,1226983276
building,to the left of,tree,1226983276
building,has,windows,1226983276
words,on,sign,1226983276
sign,has,reflection,1226983276
text,on,sign,1226983276
reflection,below,sky,1226983276
reflection,beneath,tree,1226983276
laptop,on,desk,7094772983
woman,in front of,laptop,7094772983
woman,wears,headset,7094772983
woman,wearing,a black shirt,7094772983
hand,on,mouse,7094772983
mouse,on,keyboard,7094772983
headset,has,microphone,7094772983
sewing basket,next to,laptop,7094772983
sewing basket,has,lid,7094772983
spools,in,sewing basket,7094772983
pin cushion,on,sewing basket,7094772983
the portrait,next to,cabinet,7094772983
the womaan,has,brown hair,7094772983
the woman,has,brown hair,7094772983
the paper,is on,the board,7094772983
the wallpaper,is on,the wall,7094772983
saw blade,on top of,cabinet,7094772983
tape,on,the board,7094772983
tape dispenser,on,desk,7094772983
twine,on,desk,7094772983
twine,behind,tape dispenser,7094772983
sewing machine,behind,sewing basket,7094772983
handle,on,sewing machine,7094772983
pole,next to,train,8710239095
train,below,bridge,8710239095
train,under,bridge,8710239095
train,under,sky,8710239095
train,has,lights,8710239095
train,has,sign,8710239095
train,has,number,8710239095
sign,on,train,8710239095
light,on,pole,8710239095
light,in front of,bridge,8710239095
window,on,train,8710239095
window,in front of,bridge,8710239095
number,on,train,8710239095
lights,on,train,8710239095
bench,next to,train,8710239095
bench,in front of,bridge,8710239095
bridge,over,train,8710239095
bridge,above,train,8710239095
bridge,behind,bench,8710239095
bridge,behind,light,8710239095
bridge,behind,window,8710239095
bridge,below,sky,8710239095
bridge,under,sky,8710239095
sky,over,train,8710239095
